,duration
30619,PT12M22S
30620,PT10M12S
30621,PT21M31S
30622,
30623,PT34M37S
30624,PT2M7S
30625,PT52S
30626,PT29M21S
30627,
30628,PT7M37S
30629,PT1H5M9S
30630,PT21M28S
30631,PT4M9S
30632,PT4M24S
30633,PT4M24S
30634,
30635,PT2M15S
30636,PT1M
30637,PT16M36S
30638,PT2M5S
30639,PT23M40S
30640,PT17M21S
30641,PT5M13S
30642,PT2M15S
30643,PT2M50S
30644,
30645,PT18M44S
30646,PT7M20S
30647,PT20S
30648,
30649,PT11M29S
30650,
30651,PT9M3S
30652,PT25M53S
30653,PT4M32S
30654,
30655,PT1M46S
30656,PT3M42S
30657,
30658,PT5M14S
30659,PT1M47S
30660,PT21M58S
30661,PT3M50S
30662,PT2M27S
30663,
30664,PT55M13S
30665,PT2M54S
30666,PT5M17S
30667,PT3M45S
30668,
30669,PT4M8S
30670,PT10M16S
30671,
30672,PT20M22S
30673,PT13M37S
30674,PT10M49S
30675,PT7M50S
30676,PT23M29S
30677,PT1M38S
30678,PT13M59S
30679,PT3M2S
30680,PT7M5S
30681,PT9M18S
30682,PT5M33S
30683,PT3M2S
30684,
30685,PT8S
30686,PT44M7S
30687,PT35M5S
30688,PT2M21S
30689,PT10M46S
30690,PT40M4S
30691,PT3M46S
30692,PT10M8S
30693,PT3M43S
30694,PT2H27M
30695,
30696,
30697,PT6M6S
30698,PT3M20S
30699,PT6M58S
30700,
30701,PT5M17S
30702,
30703,
30704,PT2M16S
30705,PT8M8S
30706,PT30M47S
30707,PT10M13S
30708,PT1M29S
30709,PT8M16S
30710,PT7M31S
30711,
30712,PT4M35S
30713,PT21M30S
30714,PT5M45S
30715,PT4M44S
30716,PT4M57S
30717,PT15M30S
30718,
30719,PT2M57S
30720,PT37M53S
30721,PT2M11S
30722,PT1M39S
30723,PT11M32S
30724,
30725,
30726,PT55S
30727,PT5M38S
30728,PT14M26S
30729,PT4M39S
30730,PT3M3S
30731,PT3M49S
30732,PT15M51S
30733,PT11M39S
30734,PT3M48S
30735,PT23M16S
30736,PT13M27S
30737,PT14M10S
30738,PT3M26S
30739,PT4M
30740,PT6M44S
30741,PT8M
30742,
30743,PT2M8S
30744,PT21S
30745,
30746,PT1H46M32S
30747,PT7M35S
30748,
30749,PT54M50S
30750,PT1M1S
30751,PT2M9S
30752,PT38S
30753,PT12M22S
30754,PT10M12S
30755,PT21M31S
30756,
30757,PT34M37S
30758,PT2M7S
30759,PT52S
30760,PT29M21S
30761,
30762,PT7M37S
30763,PT1H5M9S
30764,PT21M28S
30765,PT4M9S
30766,PT4M24S
30767,PT4M24S
30768,
30769,PT2M15S
30770,PT1M
30771,PT16M36S
30772,PT2M5S
30773,PT23M40S
30774,PT17M21S
30775,PT5M13S
30776,PT2M15S
30777,PT2M50S
30778,
30779,PT18M44S
30780,PT7M20S
30781,PT20S
30782,
30783,PT11M29S
30784,
30785,PT9M3S
30786,PT25M53S
30787,PT4M32S
30788,
30789,PT1M46S
30790,PT3M42S
30791,
30792,PT5M14S
30793,PT1M47S
30794,PT21M58S
30795,PT3M50S
30796,PT2M27S
30797,
30798,PT55M13S
30799,PT12M22S
30800,
30801,PT1M1S
30802,PT54M50S
30803,PT3M12S
30804,PT10M12S
30805,PT10M43S
30806,PT1M59S
30807,PT4M16S
30808,
30809,PT2M9S
30810,
30811,PT1M42S
30812,PT21M31S
30813,PT1M47S
30814,PT5M32S
30815,
30816,PT2M15S
30817,PT2M7S
30818,PT21M46S
30819,PT34M37S
30820,PT17M35S
30821,PT1M58S
30822,
30823,PT2M54S
30824,PT3M48S
30825,PT1M46S
30826,PT4M24S
30827,PT29M21S
30828,PT18M44S
30829,PT23M7S
30830,PT4M24S
30831,PT4M20S
30832,PT3M5S
30833,PT7M37S
30834,
30835,PT1H5M9S
30836,PT2H4M40S
30837,PT43M40S
30838,PT20M27S
30839,
30840,PT52S
30841,PT6M48S
30842,PT20M56S
30843,
30844,PT4M32S
30845,PT3M58S
30846,
30847,PT5M13S
30848,PT1M7S
30849,PT24M4S
30850,PT3M7S
30851,PT22M37S
30852,PT3M18S
30853,PT2M23S
30854,PT8M47S
30855,PT2M50S
30856,PT12M15S
30857,PT55M13S
30858,PT1M46S
30859,PT4M
30860,PT1M
30861,PT10M40S
30862,
30863,PT3M14S
30864,
30865,PT3M57S
30866,PT2M5S
30867,PT4M2S
30868,PT2M10S
30869,PT1M19S
30870,PT17M21S
30871,
30872,PT3M2S
30873,PT10M49S
30874,PT3M42S
30875,PT2M15S
30876,
30877,PT5M32S
30878,PT18S
30879,PT7M50S
30880,
30881,
30882,PT11M29S
30883,
30884,PT25M53S
30885,PT5M17S
30886,PT1M52S
30887,PT2H27M
30888,
30889,PT5M14S
30890,PT3M45S
30891,
30892,
30893,PT32M21S
30894,PT30M47S
30895,PT3M46S
30896,PT3M2S
30897,PT28M1S
30898,PT5M33S
30899,PT9M30S
30900,PT20S
30901,
30902,PT3M33S
30903,
30904,PT3M30S
30905,PT16S
30906,PT7M5S
30907,PT3M53S
30908,PT7M41S
30909,PT23M49S
30910,
30911,PT7M46S
30912,
30913,PT4M48S
30914,PT10M13S
30915,PT5M17S
30916,PT22S
30917,PT14M10S
30918,PT2M21S
30919,PT6M34S
30920,PT13M59S
30921,PT8M33S
30922,PT13M37S
30923,
30924,PT1M29S
30925,PT3M52S
30926,PT6M20S
30927,PT1M32S
30928,PT4M27S
30929,PT1M38S
30930,PT2M45S
30931,PT9M18S
30932,
30933,PT2M8S
30934,PT10M46S
30935,PT30S
30936,PT7M8S
30937,PT2M11S
30938,PT6M6S
30939,PT8M8S
30940,PT12M22S
30941,
30942,PT1M1S
30943,PT54M50S
30944,PT3M12S
30945,PT10M12S
30946,PT10M43S
30947,PT1M59S
30948,PT4M16S
30949,
30950,PT2M9S
30951,
30952,PT1M42S
30953,PT21M31S
30954,PT1M47S
30955,PT5M32S
30956,
30957,PT2M15S
30958,PT2M7S
30959,PT21M46S
30960,PT34M37S
30961,PT17M35S
30962,PT1M58S
30963,
30964,PT2M54S
30965,PT3M48S
30966,PT1M46S
30967,PT4M24S
30968,PT29M21S
30969,PT18M44S
30970,PT23M7S
30971,PT4M24S
30972,PT4M20S
30973,PT3M5S
30974,PT7M37S
30975,
30976,PT1H5M9S
30977,PT2H4M40S
30978,PT43M40S
30979,PT20M27S
30980,
30981,PT52S
30982,PT6M48S
30983,PT20M56S
30984,
30985,PT4M32S
30986,PT3M58S
30987,
30988,PT5M13S
30989,PT1M7S
30990,
30991,PT7M27S
30992,PT17M20S
30993,PT10M43S
30994,PT1M55S
30995,PT13M33S
30996,PT5M22S
30997,PT4M16S
30998,PT1M15S
30999,PT5M5S
31000,PT3M12S
31001,
31002,
31003,PT1M59S
31004,PT21M31S
31005,PT1M42S
31006,
31007,PT1M1S
31008,PT15M26S
31009,PT54M50S
31010,PT40M11S
31011,PT1M58S
31012,PT10M12S
31013,PT2M15S
31014,PT43M40S
31015,PT3M34S
31016,PT1M53S
31017,PT17M35S
31018,PT1M47S
31019,PT22M24S
31020,PT23M32S
31021,PT5M32S
31022,PT4M20S
31023,PT5M31S
31024,PT5M48S
31025,PT3M5S
31026,
31027,
31028,PT1M46S
31029,PT3M48S
31030,
31031,PT1M40S
31032,PT20M28S
31033,PT3M42S
31034,PT21M31S
31035,PT2M7S
31036,PT8M47S
31037,PT18M44S
31038,PT2M54S
31039,
31040,
31041,PT34M37S
31042,PT1M42S
31043,PT2M17S
31044,PT3M23S
31045,PT3M7S
31046,PT7M8S
31047,PT1M36S
31048,PT4M
31049,PT8M13S
31050,
31051,PT15M47S
31052,PT3M2S
31053,PT17M11S
31054,PT4M24S
31055,PT29M21S
31056,
31057,PT30S
31058,
31059,PT8M23S
31060,
31061,PT12M15S
31062,PT4M14S
31063,
31064,PT36S
31065,
31066,PT7M37S
31067,PT13M52S
31068,PT17M25S
31069,PT1M30S
31070,PT4M24S
31071,PT6M48S
31072,PT7M39S
31073,PT24M4S
31074,PT2M10S
31075,PT3M16S
31076,PT2M23S
31077,PT3M42S
31078,PT5M2S
31079,PT28M1S
31080,PT1M7S
31081,PT20M5S
31082,PT2H4M40S
31083,PT21M44S
31084,
31085,PT5M13S
31086,
31087,
31088,PT2M50S
31089,PT3M18S
31090,PT22M3S
31091,
31092,PT55M13S
31093,PT2M23S
31094,PT2M8S
31095,PT6M53S
31096,
31097,PT2H27M
31098,PT21S
31099,
31100,PT3M57S
31101,PT1M46S
31102,PT54M15S
31103,PT5M17S
31104,PT9M30S
31105,PT21S
31106,PT3M52S
31107,PT3M35S
31108,
31109,PT7M5S
31110,PT52S
31111,PT5M45S
31112,PT17M18S
31113,PT8M30S
31114,PT1M
31115,
31116,
31117,
31118,
31119,PT20S
31120,PT48S
31121,PT3M46S
31122,PT3M30S
31123,PT3M1S
31124,
31125,PT7M27S
31126,PT17M20S
31127,PT10M43S
31128,PT1M55S
31129,PT13M33S
31130,PT5M22S
31131,PT4M16S
31132,PT1M15S
31133,PT5M5S
31134,PT3M12S
31135,
31136,
31137,PT1M59S
31138,PT21M31S
31139,PT1M42S
31140,
31141,PT1M1S
31142,PT15M26S
31143,PT54M50S
31144,PT40M11S
31145,PT1M58S
31146,PT10M12S
31147,PT2M15S
31148,PT43M40S
31149,PT3M34S
31150,PT1M53S
31151,PT17M35S
31152,PT1M47S
31153,PT22M24S
31154,PT23M32S
31155,PT5M32S
31156,PT4M20S
31157,PT5M31S
31158,PT5M48S
31159,PT3M5S
31160,
31161,
31162,PT1M46S
31163,PT3M48S
31164,
31165,PT1M40S
31166,PT20M28S
31167,PT3M42S
31168,PT21M31S
31169,PT2M7S
31170,PT8M47S
31171,PT18M44S
31172,PT2M54S
31173,
31174,PT5M24S
31175,PT55M53S
31176,PT5M5S
31177,PT2M18S
31178,PT36M43S
31179,
31180,PT3M54S
31181,PT7M5S
31182,PT11M42S
31183,
31184,PT17M5S
31185,PT1M36S
31186,PT10M27S
31187,
31188,PT24M10S
31189,PT2M14S
31190,PT1M25S
31191,PT7M8S
31192,PT4M15S
31193,PT1M40S
31194,
31195,PT7M1S
31196,PT12M57S
31197,PT6M6S
31198,PT7M24S
31199,
31200,PT19M42S
31201,PT14M47S
31202,
31203,PT4M26S
31204,PT13M48S
31205,
31206,PT1M45S
31207,PT27M13S
31208,PT4M22S
31209,
31210,PT4M26S
31211,PT14M5S
31212,PT12M5S
31213,PT3M50S
31214,
31215,PT5M13S
31216,PT11H53M18S
31217,PT3M17S
31218,PT27M25S
31219,PT3M19S
31220,PT1M31S
31221,PT8M25S
31222,PT4M14S
31223,PT5M24S
31224,PT55M53S
31225,PT5M5S
31226,PT2M18S
31227,PT36M43S
31228,
31229,PT3M54S
31230,PT7M5S
31231,PT11M42S
31232,
31233,PT17M5S
31234,PT1M36S
31235,PT10M27S
31236,
31237,PT24M10S
31238,PT2M14S
31239,PT1M25S
31240,PT7M8S
31241,PT4M15S
31242,PT1M40S
31243,
31244,PT7M1S
31245,PT12M57S
31246,PT6M6S
31247,PT7M24S
31248,
31249,PT19M42S
31250,PT14M47S
31251,
31252,PT4M26S
31253,PT13M48S
31254,
31255,PT1M45S
31256,PT27M13S
31257,PT4M22S
31258,
31259,PT4M26S
31260,PT14M5S
31261,PT12M5S
31262,PT3M50S
31263,
31264,PT5M13S
31265,PT11H53M18S
31266,PT3M17S
31267,PT27M25S
31268,PT3M19S
31269,PT1M31S
31270,PT8M25S
31271,PT4M14S
31272,PT5M24S
31273,PT55M53S
31274,PT5M5S
31275,PT2M18S
31276,PT36M43S
31277,
31278,PT3M54S
31279,PT7M5S
31280,PT11M42S
31281,
31282,PT17M5S
31283,PT1M36S
31284,PT10M27S
31285,
31286,PT24M10S
31287,PT2M14S
31288,PT1M25S
31289,PT7M8S
31290,PT4M15S
31291,PT1M40S
31292,
31293,PT7M1S
31294,PT12M57S
31295,PT6M6S
31296,PT7M24S
31297,
31298,PT19M42S
31299,PT14M47S
31300,
31301,PT4M26S
31302,PT13M48S
31303,
31304,PT1M45S
31305,PT27M13S
31306,PT4M22S
31307,
31308,PT4M26S
31309,PT14M5S
31310,PT12M5S
31311,PT3M50S
31312,
31313,PT5M13S
31314,PT11H53M18S
31315,PT3M17S
31316,PT27M25S
31317,PT3M19S
31318,PT1M31S
31319,PT8M25S
31320,PT4M14S
31321,PT5M24S
31322,PT55M53S
31323,PT5M5S
31324,PT2M18S
31325,PT36M43S
31326,
31327,PT3M54S
31328,PT7M5S
31329,PT11M42S
31330,
31331,PT17M5S
31332,PT1M36S
31333,PT10M27S
31334,
31335,PT24M10S
31336,PT2M14S
31337,PT1M25S
31338,PT7M8S
31339,PT4M15S
31340,PT1M40S
31341,
31342,PT7M1S
31343,PT12M57S
31344,PT6M6S
31345,PT7M24S
31346,
31347,PT19M42S
31348,PT14M47S
31349,
31350,PT4M26S
31351,PT13M48S
31352,
31353,PT1M45S
31354,PT27M13S
31355,PT4M22S
31356,
31357,PT4M26S
31358,PT14M5S
31359,PT12M5S
31360,PT3M50S
31361,
31362,PT5M13S
31363,PT11H53M18S
31364,PT3M17S
31365,PT27M25S
31366,PT3M19S
31367,PT1M31S
31368,PT8M25S
31369,PT4M14S
31370,PT55M53S
31371,
31372,PT5M5S
31373,
31374,PT1M58S
31375,PT2M18S
31376,PT1M28S
31377,PT35M52S
31378,
31379,PT36M43S
31380,PT7M8S
31381,PT3M12S
31382,PT21M44S
31383,PT5M31S
31384,PT1M36S
31385,PT9M34S
31386,
31387,PT14M42S
31388,PT3M21S
31389,PT17M20S
31390,PT4M16S
31391,
31392,PT4M23S
31393,PT32S
31394,PT3M15S
31395,
31396,PT10M27S
31397,PT1M15S
31398,PT1M28S
31399,PT20M31S
31400,PT1H16M8S
31401,
31402,PT7M24S
31403,PT23M33S
31404,PT11M34S
31405,
31406,PT2M14S
31407,PT6M33S
31408,PT22M8S
31409,PT5M22S
31410,
31411,
31412,PT42M26S
31413,PT24M10S
31414,PT22M13S
31415,PT15M26S
31416,
31417,PT6M6S
31418,PT6M29S
31419,PT8M36S
31420,PT1M42S
31421,
31422,
31423,PT1M59S
31424,PT17M11S
31425,PT3M19S
31426,PT40M11S
31427,PT3M34S
31428,PT13M5S
31429,PT3M14S
31430,PT4M37S
31431,PT53M21S
31432,PT25M14S
31433,PT19M42S
31434,PT2M15S
31435,PT1M56S
31436,PT12M57S
31437,PT33S
31438,PT3M42S
31439,
31440,PT17M49S
31441,PT1M40S
31442,PT1M1S
31443,
31444,PT27S
31445,PT21S
31446,PT1M51S
31447,PT12M46S
31448,
31449,PT7M55S
31450,
31451,PT1M47S
31452,PT4M26S
31453,
31454,PT4M22S
31455,PT25M11S
31456,PT54M50S
31457,PT3M45S
31458,PT3M42S
31459,PT6M27S
31460,
31461,PT5M45S
31462,PT4M20S
31463,PT55M53S
31464,
31465,PT5M5S
31466,
31467,PT1M58S
31468,PT2M18S
31469,PT1M28S
31470,PT35M52S
31471,
31472,PT36M43S
31473,PT7M8S
31474,PT3M12S
31475,PT21M44S
31476,PT5M31S
31477,PT1M36S
31478,PT9M34S
31479,
31480,PT14M42S
31481,PT3M21S
31482,PT17M20S
31483,PT4M16S
31484,
31485,PT4M23S
31486,PT32S
31487,PT3M15S
31488,
31489,PT10M27S
31490,PT1M15S
31491,PT1M28S
31492,PT20M31S
31493,PT1H16M8S
31494,
31495,PT7M24S
31496,PT23M33S
31497,PT11M34S
31498,
31499,PT2M14S
31500,PT6M33S
31501,PT22M8S
31502,PT5M22S
31503,
31504,
31505,PT42M26S
31506,PT24M10S
31507,PT22M13S
31508,PT15M26S
31509,
31510,PT6M6S
31511,PT6M29S
31512,PT8M36S
31513,PT1M42S
31514,
31515,
31516,PT1M59S
31517,PT17M11S
31518,PT3M19S
31519,PT40M11S
31520,PT3M34S
31521,PT13M5S
31522,PT3M14S
31523,PT4M37S
31524,PT53M21S
31525,PT25M14S
31526,PT19M42S
31527,PT2M15S
31528,PT1M56S
31529,PT12M57S
31530,PT33S
31531,PT3M42S
31532,
31533,PT17M49S
31534,PT1M40S
31535,PT1M1S
31536,
31537,PT27S
31538,PT21S
31539,PT1M51S
31540,PT12M46S
31541,
31542,PT7M55S
31543,
31544,PT1M47S
31545,PT4M26S
31546,
31547,PT4M22S
31548,PT25M11S
31549,PT54M50S
31550,PT3M45S
31551,PT3M42S
31552,PT6M27S
31553,
31554,PT5M45S
31555,PT4M20S
31556,PT3M9S
31557,PT8H5M32S
31558,PT8M55S
31559,PT32S
31560,PT19M57S
31561,PT1M38S
31562,PT55M53S
31563,PT1M58S
31564,
31565,PT16M45S
31566,PT9M46S
31567,
31568,PT10M2S
31569,PT21M28S
31570,PT38M46S
31571,PT5M5S
31572,PT17M13S
31573,PT10M49S
31574,PT3M23S
31575,PT3M21S
31576,PT1M28S
31577,PT7M20S
31578,PT2M29S
31579,PT5M14S
31580,PT3M12S
31581,
31582,PT7M8S
31583,PT5M31S
31584,PT3M54S
31585,PT3M51S
31586,
31587,
31588,PT22M45S
31589,
31590,PT43M43S
31591,
31592,PT23M35S
31593,
31594,PT2M18S
31595,PT5M46S
31596,
31597,PT21M48S
31598,PT22M22S
31599,
31600,
31601,PT1M36S
31602,PT1M28S
31603,PT5M10S
31604,PT11M42S
31605,PT21M47S
31606,PT13M52S
31607,
31608,PT1M10S
31609,
31610,PT36M43S
31611,PT4M37S
31612,
31613,
31614,PT21S
31615,PT4M16S
31616,PT2M14S
31617,PT33S
31618,PT1M15S
31619,
31620,PT5M22S
31621,PT11M40S
31622,PT10M27S
31623,PT6M33S
31624,PT3M56S
31625,PT6M38S
31626,
31627,PT4M23S
31628,PT7M24S
31629,PT21M38S
31630,PT3M37S
31631,PT9M6S
31632,PT22M21S
31633,PT6M27S
31634,PT3M3S
31635,PT3M13S
31636,
31637,
31638,PT3M14S
31639,PT11M33S
31640,
31641,PT25M14S
31642,
31643,PT2M36S
31644,PT1H16M8S
31645,PT5M17S
31646,PT6M29S
31647,PT1M2S
31648,PT2M51S
31649,
31650,PT4M45S
31651,PT17M11S
31652,PT2M14S
31653,PT15M17S
31654,PT8M36S
31655,PT53M21S
31656,
31657,PT3M12S
31658,PT9M35S
31659,PT11M
31660,PT4M15S
31661,PT3M9S
31662,PT8H5M32S
31663,PT8M55S
31664,PT32S
31665,PT19M57S
31666,PT1M38S
31667,PT55M53S
31668,PT1M58S
31669,
31670,PT16M45S
31671,PT9M46S
31672,
31673,PT10M2S
31674,PT21M28S
31675,PT38M46S
31676,PT5M5S
31677,PT17M13S
31678,PT10M49S
31679,PT3M23S
31680,PT3M21S
31681,PT1M28S
31682,PT7M20S
31683,PT2M29S
31684,PT5M14S
31685,PT3M12S
31686,
31687,PT7M8S
31688,PT5M31S
31689,PT3M54S
31690,PT3M51S
31691,
31692,
31693,PT22M45S
31694,
31695,PT43M43S
31696,
31697,PT23M35S
31698,
31699,PT2M18S
31700,PT5M46S
31701,
31702,PT21M48S
31703,PT22M22S
31704,
31705,
31706,PT1M36S
31707,PT1M28S
31708,PT5M10S
31709,PT11M42S
31710,PT21M47S
31711,PT3M9S
31712,PT1H3M33S
31713,PT2M34S
31714,PT9H17M17S
31715,PT1M38S
31716,PT8M4S
31717,PT8M54S
31718,PT2M3S
31719,PT1M43S
31720,PT8M55S
31721,PT32S
31722,PT8H5M32S
31723,PT55M53S
31724,
31725,PT3M30S
31726,PT4M26S
31727,PT21M23S
31728,PT19M57S
31729,PT16M45S
31730,PT25M7S
31731,PT10M31S
31732,PT4M6S
31733,PT4M17S
31734,PT16M25S
31735,PT6M23S
31736,PT10M13S
31737,PT5M14S
31738,PT7M20S
31739,PT21S
31740,PT5M38S
31741,PT1M58S
31742,PT2M13S
31743,
31744,PT38M46S
31745,PT10M26S
31746,PT3M52S
31747,
31748,PT9M16S
31749,
31750,PT10M49S
31751,PT9M47S
31752,PT2M29S
31753,PT23M46S
31754,
31755,PT21M51S
31756,PT24M58S
31757,
31758,
31759,PT19M31S
31760,PT8M12S
31761,PT10M2S
31762,PT5M5S
31763,PT17M13S
31764,PT4M35S
31765,PT3M21S
31766,PT2M51S
31767,PT5M44S
31768,PT5M10S
31769,PT5M24S
31770,PT3M55S
31771,
31772,PT1M28S
31773,PT12M15S
31774,PT22M15S
31775,PT1M30S
31776,PT5M46S
31777,PT1M10S
31778,PT2M4S
31779,PT4M45S
31780,PT3M12S
31781,PT3M29S
31782,
31783,PT7M8S
31784,PT2M14S
31785,PT4M11S
31786,PT2M55S
31787,PT3M54S
31788,PT11M1S
31789,PT4M47S
31790,PT2M42S
31791,
31792,PT4M9S
31793,PT5M31S
31794,PT44M55S
31795,PT10M35S
31796,
31797,PT2M36S
31798,PT33M27S
31799,PT13M58S
31800,PT1M41S
31801,
31802,PT13M52S
31803,PT19M26S
31804,PT23M4S
31805,
31806,PT1M28S
31807,PT7M27S
31808,PT4M37S
31809,
31810,PT3M49S
31811,
31812,PT11M42S
31813,PT5M58S
31814,PT5M10S
31815,PT3M34S
31816,PT2M18S
31817,
31818,PT1M36S
31819,PT3M2S
31820,PT42S
31821,
31822,PT4M31S
31823,PT9M20S
31824,
31825,PT22M39S
31826,PT22M17S
31827,PT36M43S
31828,PT3M43S
31829,PT21S
31830,
31831,PT4M16S
31832,PT1M15S
31833,PT5M58S
31834,PT6M27S
31835,
31836,PT6M38S
31837,
31838,
31839,PT4M19S
31840,
31841,PT3M9S
31842,PT1H3M33S
31843,PT2M34S
31844,PT9H17M17S
31845,PT1M38S
31846,PT8M4S
31847,PT8M54S
31848,PT2M3S
31849,PT1M43S
31850,PT8M55S
31851,PT32S
31852,PT8H5M32S
31853,PT55M53S
31854,
31855,PT3M30S
31856,PT4M26S
31857,PT21M23S
31858,PT19M57S
31859,PT16M45S
31860,PT25M7S
31861,PT10M31S
31862,PT4M6S
31863,PT4M17S
31864,PT16M25S
31865,PT6M23S
31866,PT10M13S
31867,PT5M14S
31868,PT7M20S
31869,PT21S
31870,PT5M38S
31871,PT1M58S
31872,PT2M13S
31873,
31874,PT38M46S
31875,PT10M26S
31876,PT3M52S
31877,
31878,PT9M16S
31879,
31880,PT10M49S
31881,PT9M47S
31882,PT2M29S
31883,PT23M46S
31884,
31885,PT21M51S
31886,PT24M58S
31887,
31888,
31889,PT19M31S
31890,PT8M12S
31891,PT3M9S
31892,PT4M31S
31893,PT2M34S
31894,
31895,PT1M
31896,PT1H3M33S
31897,PT36S
31898,PT6M53S
31899,PT4M10S
31900,PT22M14S
31901,PT8M4S
31902,PT2M13S
31903,PT1M43S
31904,PT9M12S
31905,PT8M54S
31906,PT21M47S
31907,
31908,PT1M4S
31909,PT12M31S
31910,PT2M3S
31911,PT1M59S
31912,PT9M42S
31913,PT3M30S
31914,PT1M38S
31915,PT9H17M17S
31916,PT2M4S
31917,PT4M14S
31918,PT5M29S
31919,
31920,PT4M17S
31921,PT4M26S
31922,PT6M11S
31923,PT2M10S
31924,PT2M50S
31925,PT6M57S
31926,PT5M38S
31927,PT6M46S
31928,PT6M23S
31929,PT23M21S
31930,PT14M44S
31931,PT25M7S
31932,PT16M25S
31933,PT7M22S
31934,PT32S
31935,PT3M37S
31936,PT5M11S
31937,
31938,PT6M10S
31939,
31940,
31941,
31942,PT6M56S
31943,PT9M16S
31944,PT20S
31945,
31946,PT55M53S
31947,PT21S
31948,PT8H5M32S
31949,PT5M55S
31950,
31951,PT21M3S
31952,PT7M10S
31953,PT22M15S
31954,PT4M57S
31955,PT11M1S
31956,PT10M13S
31957,PT7M20S
31958,PT3M52S
31959,PT22M6S
31960,PT5M14S
31961,PT5M2S
31962,PT3M29S
31963,PT5M44S
31964,PT2M42S
31965,PT4M45S
31966,PT15M17S
31967,
31968,PT10M57S
31969,PT38M46S
31970,PT1M2S
31971,PT2M29S
31972,PT21M53S
31973,PT3M2S
31974,PT9M47S
31975,PT11M27S
31976,PT14M2S
31977,PT3H35M10S
31978,PT12M54S
31979,PT4M35S
31980,PT17M20S
31981,PT4M27S
31982,
31983,
31984,PT4M36S
31985,PT3M48S
31986,PT2M14S
31987,PT5M58S
31988,PT39M14S
31989,PT14M36S
31990,PT26M35S
31991,PT9M40S
31992,PT22M14S
31993,PT22M57S
31994,PT12M34S
31995,PT4M25S
31996,PT5M30S
31997,PT2M51S
31998,PT3M21S
31999,PT5M10S
32000,
32001,PT54S
32002,PT4M19S
32003,PT3M51S
32004,PT5M46S
32005,PT1M10S
32006,PT5M24S
32007,PT10M2S
32008,
32009,PT1M41S
32010,PT2M36S
32011,PT4M9S
32012,PT7M27S
32013,PT1M28S
32014,PT26M55S
32015,PT4M47S
32016,
32017,PT11M58S
32018,PT4M18S
32019,
32020,PT3M54S
32021,
32022,PT3M12S
32023,PT4M31S
32024,PT1M49S
32025,PT10M2S
32026,PT14M19S
32027,PT3M9S
32028,PT4M31S
32029,PT2M34S
32030,
32031,PT1M
32032,PT1H3M33S
32033,PT36S
32034,PT6M53S
32035,PT4M10S
32036,PT22M14S
32037,PT8M4S
32038,PT2M13S
32039,PT1M43S
32040,PT9M12S
32041,PT8M54S
32042,PT21M47S
32043,
32044,PT1M4S
32045,PT12M31S
32046,PT2M3S
32047,PT1M59S
32048,PT9M42S
32049,PT3M30S
32050,PT1M38S
32051,PT9H17M17S
32052,PT2M4S
32053,PT4M14S
32054,PT5M29S
32055,
32056,PT4M17S
32057,PT4M26S
32058,PT6M11S
32059,PT2M10S
32060,PT2M50S
32061,PT6M57S
32062,PT5M38S
32063,PT6M46S
32064,PT6M23S
32065,PT23M21S
32066,PT14M44S
32067,PT25M7S
32068,PT16M25S
32069,PT7M22S
32070,PT32S
32071,PT3M37S
32072,PT5M11S
32073,
32074,PT6M10S
32075,
32076,
32077,PT3M9S
32078,PT4M31S
32079,PT1M
32080,
32081,PT2M34S
32082,PT1H3M33S
32083,PT36S
32084,PT6M53S
32085,PT4M10S
32086,PT1M4S
32087,PT1M59S
32088,PT8M4S
32089,PT21M47S
32090,PT22M14S
32091,PT2M13S
32092,PT12M31S
32093,
32094,PT10M1S
32095,PT1M43S
32096,PT9M42S
32097,PT8M54S
32098,PT9M12S
32099,PT4M14S
32100,PT5M29S
32101,
32102,PT3M19S
32103,PT2M3S
32104,
32105,PT2M4S
32106,PT2M50S
32107,PT6M11S
32108,PT2M10S
32109,PT10M57S
32110,PT1M38S
32111,PT6M46S
32112,PT23M21S
32113,PT4M17S
32114,PT9H17M17S
32115,PT5M38S
32116,PT44M58S
32117,
32118,PT4M26S
32119,PT7M22S
32120,PT6M23S
32121,PT21M3S
32122,PT25M7S
32123,PT16M25S
32124,PT22M15S
32125,PT3M48S
32126,PT5M55S
32127,PT7M10S
32128,PT6M57S
32129,PT4M57S
32130,PT6M56S
32131,PT2M53S
32132,
32133,PT3M37S
32134,PT5M11S
32135,PT3M39S
32136,PT32S
32137,PT14M44S
32138,PT20S
32139,PT5M2S
32140,PT9M16S
32141,PT6M10S
32142,PT4M36S
32143,PT21S
32144,
32145,PT22M6S
32146,PT13M50S
32147,PT7M20S
32148,
32149,PT54S
32150,PT19M25S
32151,
32152,PT3M56S
32153,PT3M29S
32154,
32155,PT2M42S
32156,PT8H5M32S
32157,PT3M52S
32158,PT14M36S
32159,PT4M45S
32160,PT15M17S
32161,PT21M53S
32162,PT12M54S
32163,PT11M27S
32164,
32165,PT10M13S
32166,PT25S
32167,PT3M51S
32168,PT5M14S
32169,PT5M44S
32170,PT14M19S
32171,PT2M29S
32172,PT3M2S
32173,PT3H35M10S
32174,PT14M2S
32175,PT1M2S
32176,
32177,PT9M47S
32178,PT39M14S
32179,PT5M30S
32180,PT5M58S
32181,PT55M53S
32182,PT12M34S
32183,PT3M32S
32184,PT4M35S
32185,PT2M14S
32186,
32187,PT9M40S
32188,
32189,PT22M57S
32190,
